episode,duration,ad_spot,pct_through,context
ELFCM236,26:49,12:03,45.0,"transcripts and the key vocabulary in the same way as this one does. So, you can follow the tips I’m about to provide without these learning materials, but you will learn more quickly with them. So, let’s get into it. You’re sitting down at your desk or kitchen table, you have"
ELFCM237,22:59,10:24,45.3,"And of course, pubs changed their name in his honour. Our third pub is one whose name has an interesting story, and in which many no doubt fascinating conversations have happened: The Eagle & Child. Let’s start with the story of the name of the pub. It is thought to go back to the 14th century, a time where especially noble"
ELFCM238,22:04,09:57,45.1,"Sugar is being exported from the Caribbean, after having been produced in plantations filled with slaves taken from west Africa, who were bought from European slave traders with wool and metal goods. The sugar then makes its way back to Britain, where it is drunk with a leaf exported from China. It is quite horrific to think about, and this is evidently a"
ELFCM239,18:41,08:24,45.0,"Gone was the long hair, with the young men all now cleanly shaven and with tidy, short haircuts. They now bowed on stage, and they stopped smoking, eating and drinking during performances. They became a respectable, tidy group of polite young men. The group’s fortunes soon started to change. Epstein’s reputation as a manager of an important record store"
ELFCM240,24:08,10:49,44.9,"He was, at the heart of it, someone who loved doing speeches and making people laugh, but when it came down to the business of actually running the city day-to-day he was slightly bored of it. Now, there were some successes that happened under his leadership of London when he was mayor. The London Olympics was a resounding success, he implemented a cycle share scheme, the so-called “Boris Bikes”, so it was by no means a disaster."
ELFCM241,19:14,08:41,45.2,"However the Greeks were so fixated on this belief that many simply didn’t believe Pytheas. Historians now agree that Pytheas’s voyage did take place, and that he was not lying. The only problem, and this is a pretty big problem, is that we have no original record of his trip. The records we have are all secondary or tertiary records, records from some people who read the original text, the original “On the"
ELFCM242,25:34,11:33,45.2,"which would have made the whole ordeal much more traumatic. Of course, it wasn’t all bad. For many inner-city kids, the evacuation meant seeing the countryside for the first time. The thought of playing in the fresh air, seeing farm animals, and three square meals a day excited many who just thought it would be a short holiday."
ELFCM243,24:37,11:06,45.1,"Of course, the Concorde boasted incredibly powerful turbojet engines, and this combination of slim design and absurd amounts of power allowed it to sustain its incredible speed of Mach 2 — almost 2,500 km an hour. The Concorde also flew so high that passengers could look out the window and see the earth’s curve. It flew this high because the higher you go up, the lower the air pressure becomes, so there"
ELFCM244,26:26,11:50,44.8,"Makri, for whom he wrote a poem about and attempted to buy for £500. As a reminder, at this time Byron is 22 years old. They say travel broadens the mind, and it certainly impacted Byron’s poetry. He wrote a semi-autobiographical poem, full of regret about wasting his youth in useless vice and sin, but having a chance to reform and transform through pilgrimage."
ELFCM245,23:03,10:17,44.6,"Forest, only to be killed by the Prioress of Kirklees. The prioress is, in fact, a relative of Robin Hood. She rather gruesomely lets him slowly bleed to death when he seeks medical treatment at her priory. Now, this is a very basic summary of the earliest surviving text about Robin Hood, but we can already identify plenty of clues that can help us to narrow down our search for"
